Key,Value
skill3_desc1_Rabbit,"If any kind of attack lands as a Critical Hit, immediately uses a normal attack once as a combo."
skill3_desc2_Rabbit,Uses normal attack twice after the Critical Hit as a combo.
skill3_desc3_Rabbit,"If an enemy is killed by additional normal attack, recovers 30 MP."
skill3_desc4_Rabbit,
skill4_name_Rabbit,Fighter's Resolution
skill4_desc1_Rabbit,Increases the Critical Hit Chance by 10%.
skill4_desc2_Rabbit,"When attacking an enemy inflicted with any status effect, increases Critical Hit Chance by 10%."
skill4_desc3_Rabbit,"If HP is 30% or below, increases the Critical Hit Chance by 10%."
skill4_desc4_Rabbit,
skill1_name_Swordcat,Biting Wind Slash
skill1_desc1_Swordcat,Approaches the enemy with the lowest HP and slashes them 6 times in a blink. Each slash deals physical damage equal to 110% of ATK.
skill1_desc2_Swordcat,"Bleeds the target, which deals physical damage equal to 10% of ATK for 5 seconds by 30% chance. (Can stack up to 3 times)"
skill1_desc3_Swordcat,Increases the damage of each slash to 130% of ATK and the chance to Bleed the target to 50%.
skill1_desc4_Swordcat,
skill2_name_Swordcat,Cat's Claw Slash
skill2_desc1_Swordcat,Attacks the enemy with the lowest HP using a sword technique that leaves a scar shaped like a trail made by a cat's claw. Deals physical damage equal to 120% of ATK.
skill2_desc2_Swordcat,Increases the damage to 130% of ATK.
skill2_desc3_Swordcat,Increases the damage to 140% of ATK and decreases the target’s DEF by 30% for 5 seconds.
skill2_desc4_Swordcat,Increases the damage to 150% of ATK.
skill3_name_Swordcat,Unpredictable
skill3_desc1_Swordcat,"Makes unpredictable movements, boosting the chance to evade enemies' attack for 10 seconds."
skill3_desc2_Swordcat,Increases the duration time to 12 seconds.
skill3_desc3_Swordcat,"If it successfully evades an attack during the duration of this skill, duration time extends by 3 seconds."
skill3_desc4_Swordcat,
skill4_name_Swordcat,Instinct
skill4_desc1_Swordcat,"If she takes a normal attack from an enemy, counters with a normal attack by 50% chance. If she has the Unpredictable effect, she has the same possibility to counter upon evading an attack."
skill4_desc2_Swordcat,Increases the chance to counter to 70%.
skill4_desc3_Swordcat,Recovers 5 MP when countering an attack.
skill4_desc4_Swordcat,
skill1_name_Flower,Scent of Cure
skill1_desc1_Flower,Uses magic of nature to bloom a flower next to an ally with the highest DEF and heals all nearby allies with the scent. The scent lasts for 9 seconds and heals allies' HP by 75% of ATK per second.
skill1_desc2_Flower,Increases the duration time of the scent to 11 seconds.
skill1_desc3_Flower,"When the flower disappears, additionally heals the HP of nearby allies by 80% of ATK."
skill1_desc4_Flower,
skill2_name_Flower,Essence of Charm
skill2_desc1_Flower,"Applies a magical essence that emits a charming scent on her, alluring (taunting) a nearby enemy for 6 seconds. If the allured enemy attacks, Charms the enemy by 40% chance and compel them to attack other enemies for 4 seconds."
skill2_desc2_Flower,Increases the duration time of Charm to 6 seconds.
skill2_desc3_Flower,"If receives an attack during the duration of this skill, recovers 5 MP."
skill2_desc4_Flower,Increases the chance to Charm the attacking enemy to 55%.
skill3_name_Flower,Seed of Life
skill3_desc1_Flower,"Plants a seed of life on the ally with lowest DEF. If their HP falls to 10% or below, the seed activates and heals the ally’s HP instantly by 40% of ATK. The seed lasts for 12 seconds."
skill3_desc2_Flower,Increases the amount of HP healed when the seed of life activates to 50% of ATK.
skill3_desc3_Flower,Accelerates the normal attack and skill casting speeds of the ally with the seed for its duration time.
skill3_desc4_Flower,
skill4_name_Flower,Pleasant Scent
skill4_desc1_Flower,Increases the MP Recovery of nearby allies.
skill4_desc2_Flower,Increases the HP Recovery of nearby allies.
skill4_desc3_Flower,Increases the Accuracy of nearby allies.
skill4_desc4_Flower,
skill1_name_Middle,Mana Explosion
skill1_desc1_Middle,Summons a huge amount of Mana Oil and explodes it above the enemies' heads. Deals magical damage equal to 250% of ATK.
skill1_desc2_Middle,"Remaining Mana Oil sticks to enemies, causing them take magical damage 50% more for 15 seconds (effective only once)."
skill1_desc3_Middle,Increases the damage to 300% of ATK. It also causes them to take magical damage 75% more.
skill1_desc4_Middle,
skill2_name_Middle,Hire a Proxy
skill2_desc1_Middle,Summons a hired monster to fight for 15 seconds. The summoned monster's level is equal to 70% of summoner’s level.
skill2_desc2_Middle,Increases the summoned monster's level to 80% of the summoner’s level.
skill2_desc3_Middle,Increases the duration time of the summoned monster to 20 seconds.
skill2_desc4_Middle,Increases the summoned monster's level to 90% of the summoner’s level.
skill3_name_Middle,Share Mana
skill3_desc1_Middle,"Pours Mana Oil on an ally excluding herself, regenerating the ally’s MP by 15."
skill3_desc2_Middle,Boosts the Magic Critical Hit Chance of the ally who receives the Mana Oil by 15% for 10 seconds.
skill3_desc3_Middle,Increases the amount of MP regeneration to 20 and increases the Magic Critical Hit Chance boost to 20%.
skill3_desc4_Middle,
skill4_name_Middle,No Limit
skill4_desc1_Middle,Recovers 5 MP every time when it consumes Mana Oil to cast a skill.
skill4_desc2_Middle,Increases the amount of MP recovery to 8.
skill4_desc3_Middle,Increases the amount of MP recovery to 12.
skill4_desc4_Middle,
skill1_name_Bdragon,Advent of Serpent
skill1_desc1_Bdragon,"After jumping into the air, lands on an enemy nearest to the center of the battlefield and smashes the ground with magic power attacking every enemy nearby. Deals magical damage equal to 230% of ATK."
skill1_desc2_Bdragon,Stuns the enemies hit for 4 seconds by 50% chance.
skill1_desc3_Bdragon,Increases the damage to 260% of ATK and the chance to Stun the enemy to 70%.
skill1_desc4_Bdragon,
skill2_name_Bdragon,Fury
skill2_desc1_Bdragon,"Attacks an enemy 5 times in a row using axes in both hands. Each attack deals physical damage equal to70% of ATK, and the last attack pushes the enemy back."
skill2_desc2_Bdragon,Increases the damage of each attack by 80% of ATK.
skill2_desc3_Bdragon,Each slash decreases the enemy's physical defensive power by 3%.
skill2_desc4_Bdragon,Increases the damage of each attack by 90% of ATK.
skill3_name_Bdragon,Barrier of Water
skill3_desc1_Bdragon,Creates a barrier with 20% of HP as its durability. Lasts for 10 seconds.
skill3_desc2_Bdragon,"If the barrier gets destroyed before the end of its duration time, Silences nearby enemies for 5 seconds."
skill3_desc3_Bdragon,Increases the barrier's durability to 30% of HP.
skill3_desc4_Bdragon,
skill4_name_Bdragon,Stabilization
skill4_desc1_Bdragon,"After killing an enemy, stands still for a certain period of time to stabilize the body and soul that have been disturbed by battle and fully recovers her MP."
skill4_desc2_Bdragon,"During Stabilization, increases the DEF by 30% for 3 seconds."
skill4_desc3_Bdragon,"When Stabilization ends, removes every harmful effect."
skill4_desc4_Bdragon,
skill1_name_Queen,Champion's Dignity
skill1_desc1_Queen,Displays the dignity of the champion gladiator. Taunts every enemy and boosts ATK by 120% for 7 seconds.
skill1_desc2_Queen,Increases the ATK boost to 130% and becomes immune to every status effect.
skill1_desc3_Queen,"If HP falls to 50% or below, becomes Invincible for 7 seconds."
skill1_desc4_Queen,
skill2_name_Queen,Shield Clash
skill2_desc1_Queen,Smites an enemy with the shield to slow the target down. Deals physical damage equal to 120% of ATK and Slows the enemy for 4 seconds by 60% chance.
skill2_desc2_Queen,Increases the damage to 140% of ATK.
skill2_desc3_Queen,Increases the duration time of Slow to 6 seconds.
skill2_desc4_Queen,"If the enemy is Slowed down, land normal attacks two times in a row additionally."
skill3_name_Queen,Maternal Instinct
skill3_desc1_Queen,"At the beginning of a battle, leaves a Mark of Maternal Instinct on the ally with the lowest HP. Boosts ATK by the percentage of the marked ally's reduced HP."
skill3_desc2_Queen,"If the ally with the Mark of Maternal Instinct kills an enemy, recovers MP by 50."
skill3_desc3_Queen,"If the ally with the Mark of Maternal Instinct dies, boosts ATK by 50% until the battle ends."
skill3_desc4_Queen,
skill4_name_Queen,Cheering Shout
skill4_desc1_Queen,"Cheers up the ally with lowest ATK, boosting the ally’s ATK by30% for 7 seconds."
skill4_desc2_Queen,Increases the ATK boost to 40%.
skill4_desc3_Queen,"If the cheered ally kills an enemy, the ATK boost remains until the end of the battle."
skill4_desc4_Queen,
skill1_name_Gdragon,Hammer of Rage
skill1_desc1_Gdragon,Heavily swings the giant hammer to attack an enemy. Deals physical damage equal to 180% of ATK.
skill1_desc2_Gdragon,Increases the damage to 200% of ATK.
skill1_desc3_Gdragon,"If there are at least 20 Mark of Tears, consumes all the marks and deals additional damage of 5% per mark."
skill1_desc4_Gdragon,
skill2_name_Gdragon,Regenerating Strike
skill2_desc1_Gdragon,Casts a spell of regeneration on the hammer and attacks an enemy with it. Deals physical damage equal to 120% of ATK and recovers HP by 60% of the damage dealt.
skill2_desc2_Gdragon,Increases the damage to 130% of ATK.
skill2_desc3_Gdragon,Increases the damage to 140% of ATK.
skill2_desc4_Gdragon,"If used under Berserk status, increases the amount of HP recovery to 120% of the damage dealt."
skill3_name_Gdragon,Breath of Butterfly
skill3_desc1_Gdragon,"Spurts a breath which contains the power of dragon to corrode all enemies' equipment, decreasing their DEF by 20% for 10 seconds."
skill3_desc2_Gdragon,Increases the DEF reduction rate to 30%.
skill3_desc3_Gdragon,"If used under Berserk status, deals magical damage equal to 15% of ATK per second until the end of its duration."
skill3_desc4_Gdragon,
skill4_name_Gdragon,Tearful Berserk
skill4_desc1_Gdragon,"The Mark of Tears will be stacked when being attacked by an enemy. The stack increase 2 when hit by a critical attack. The Rage Mode will be activated when the stack over 10. ATK increases by 50%, and it deactivated when the stack becomes 10 or less. "
skill4_desc2_Gdragon,"If this character gets inflicted with a status effect, adds 3 Mark of Tears."
skill4_desc3_Gdragon,ATK increased 100% in Rage Mode.
skill4_desc4_Gdragon,
skill1_name_Redhead,Traditional Hero Slash
skill1_desc1_Redhead,"Slashes an enemy with a sword technique which has been passed down in the family for generations. Deals physical damage equal to 200% of ATK. If the target is a lesser monster, deals additional 100% damage."
skill1_desc2_Redhead,Increases the damage dealt to lesser monsters to 150%.
skill1_desc3_Redhead,"If a lesser monster is killed by this skill, recovers 50 MP."
skill1_desc4_Redhead,
skill2_name_Redhead,Aiming for the Weakness
skill2_desc1_Redhead,Stabs the sword deeply into the weak spot of an enemy. Deals physical damage equal to 150% of ATK and decreases the target’s DEF by 15% for 10 seconds.
skill2_desc2_Redhead,Increases the damage to 165% of ATK.
skill2_desc3_Redhead,Inflicts Severe Bleeding which deals damage equal to 10% of ATK. Inflicts Stun on the enemy for 3 seconds when Severe Bleeding duration ends.
skill2_desc4_Redhead,Increases the duration time of Stun to 5 seconds.
skill3_name_Redhead,Strategic Retreat
skill3_desc1_Redhead,"If HP falls to 50% or below, inflicts Fear on her for 6 seconds and runs towards the rear. Receives 20% less damage in this state, and recovers HP by 4% per second for 8 seconds after end of Fear duration time. (This effect activates once every 20 seconds.)"
skill3_desc2_Redhead,"Decreases the duration time of Fear to 4 seconds, and decrease rate of the receiving damage increases to 40%."
skill3_desc3_Redhead,
skill3_desc4_Redhead,
skill4_name_Redhead,
skill4_desc1_Redhead,
skill4_desc2_Redhead,
skill4_desc3_Redhead,
skill4_desc4_Redhead,
skill1_name_Dualcross,Arrow Bomb
skill1_desc1_Dualcross,"Fires an arrow attached with a powerful bomb to an enemy. Pushes the enemy a far distance, and the bomb explodes 1 second later, dealing physical damage equal to 200% of ATK to the target and other nearby enemies."
skill1_desc2_Dualcross,Increases the range of explosion.
skill1_desc3_Dualcross,Increases the damage to 230% of ATK.
skill1_desc4_Dualcross,
skill2_name_Dualcross,Barrage of Rage
skill2_desc1_Dualcross,"Fires 6 arrows that penetrates the target by 50% chance, in a row to the nearest enemy. Each shot deals physical damage equal to 70% of ATK and slightly pushes the enemy back."
skill2_desc2_Dualcross,Increases the damage to 80% of ATK.
skill2_desc3_Dualcross,Increases the chance of penetration to 60%.
skill2_desc4_Dualcross,Increases the damage to 100% of ATK.
skill3_name_Dualcross,Flash of the Goddess
skill3_desc1_Dualcross,Fires a flashbang to the nearest enemy Blinding all enemies within range for 4 seconds.
skill3_desc2_Dualcross,Recovers HP by 4% per enemy hit.
skill3_desc3_Dualcross,Increases the duration time of Blind to 5 seconds and the HP recovery amount per enemy hit to 6%.
skill3_desc4_Dualcross,
skill4_name_Dualcross,Espionage
skill4_desc1_Dualcross,"Spies on the enemy with the highest DEF, decreasing their DEF by 4% in every 7 seconds. This effect can stack up to 6 times and resets if receives damage from the spying target."
skill4_desc2_Dualcross,Increases the max number of stacks to 10 times.
skill4_desc3_Dualcross,Increases the DEF reduction rate to 5%.
skill4_desc4_Dualcross,
skill1_name_Ass,Blade of Chaos
skill1_desc1_Ass,"Moves at high speed, faster than most can see, and attacks the enemy with the lowest HP 3 times in a row. Deals physical damage equal to 120% of ATK."
skill1_desc2_Ass,Stuns the enemy for 4 seconds by 50% chance on each attack.
skill1_desc3_Ass,Increases the damage to 140% of ATK.
skill1_desc4_Ass,
skill2_name_Ass,Creed of Assassins
skill2_desc1_Ass,"Shouts out the Creed of Assassins, accelerating movement, normal attack, and skill casting speeds for 5 seconds."
skill2_desc2_Ass,"If damage is received during the duration of this skill, the duration time resets and accelerates normal attack and skill casting speeds to 2 times faster."
skill2_desc3_Ass,Increases the Critical Hit Chance by 15%.
skill2_desc4_Ass,Increases the duration time of the effect to 7 seconds.
skill3_name_Ass,Forewarning Assassination
skill3_desc1_Ass,"At the beginning of a battle, forewarns the enemy with the highest ATK for assassination. Decreases the forewarned enemy’s ATK by 15% and receives 15% more damage from Camila."
skill3_desc2_Ass,"If the forewarned enemy gets killed by Camila, recovers MP by 100 and accelerates normal attack and skill casting speeds until the battle ends."
skill3_desc3_Ass,
skill3_desc4_Ass,
skill4_name_Ass,
skill4_desc1_Ass,
skill4_desc2_Ass,
skill4_desc3_Ass,
skill4_desc4_Ass,
skill1_name_Foxy,Wedge of Death
skill1_desc1_Foxy,"Fires an arrow that  calls death upon the target. Deals physical damage equal to 270% of ATK. If the target’s remaining HP is 20% or less, inflicts Bleeding damage equal to 3% of their remaining HP for 5 seconds."
